Tract ID,STATE2KX,CNTY2KX,TRACT2KX,e(0),se(e(0)),Abridged life table flag
51003010100,51,003,010100,84.3,1.7333,3
51003010201,51,003,010201,77.3,3.2954,1
51003010202,51,003,010202,80.9,1.7264,2
51003010300,51,003,010300,81.9,1.5249,3
51003010401,51,003,010401,80.6,1.286,2
51003010402,51,003,010402,83.7,2.3694,3
51003010500,51,003,010500,82.8,1.8134,3
51003010601,51,003,010601,79.7,0.9182,2
51003010602,51,003,010602,80.2,0.9596,2
51003010700,51,003,010700,76.7,1.4093,3
51003010800,51,003,010800,82.6,1.4965,3
51003010901,51,003,010901,78.6,1.2605,2
51003011000,51,003,011000,86.3,2.2748,3
51003011100,51,003,011100,80.7,1.7141,3
51003011201,51,003,011201,78.5,1.0813,3
51003011202,51,003,011202,87.1,2.7303,3
51003011301,51,003,011301,84.1,3.1424,3
51003011302,51,003,011302,75.5,1.91,3
51003011303,51,003,011303,80,1.7866,2
51003011400,51,003,011400,79,1.3303,3
